,store_name,branch,area,tel,address,latitude,longitude,category,review_cnt,big_cate,mean_score,store,user,score,lifestyle,ratio
2783,오랑오랑,,서울용산구,02-3789-7007,서울특별시 용산구 용산동2가 1-62,37.545103,126.985045,루프탑|카페,6,카페,3.666666667,290547,74999,3,커피 한잔의 낭만파,0.410100013
2784,아우어베이커리,가로수길점,서울강남구,02-546-3800,서울특별시 강남구 신사동 523-19,37.521,127.021,베이커리|카페,9,카페,4.777777778,262120,257712,5,커피 한잔의 낭만파,0.409999996
2785,엘룬커피,,부산수영구,,부산광역시 수영구 민락동 178-15,35.155071,129.121,카페,1,카페,5,278370,355052,5,커피 한잔의 낭만파,0.409999996
2786,나인헤르츠,,서울성동구,010-4664-4500,서울특별시 성동구 행당동 248,37.55973,127.036281,카페|커피,4,카페,4,61296,137984,4,커피 한잔의 낭만파,0.409999996
2787,맨션5,,대구중구,053-421-1225,대구광역시 중구 종로2가 5,35.869344,128.592113,한옥카페|브런치카페,9,카페,3.777777778,140316,750174,4,커피 한잔의 낭만파,0.409999996
2788,블랑로쉐,,제주제주시,064-782-9154,제주특별자치도 제주시 우도면 연평리 712-1,33.515785,126.957927,땅콩아이스크림|카페,11,카페,3.909090909,195312,145101,4,커피 한잔의 낭만파,0.409999996
2789,아드리아,,대구수성구,070-4154-0789,대구광역시 수성구 만촌동 1034-4,35.857747,128.64619,플라워카페|카페,1,카페,4,259110,74999,4,커피 한잔의 낭만파,0.409999996
2790,오월의소소함,,서울중구,02-733-0996,서울시 종로구 수송동 130,37.574178,126.97908,카페,1,카페,3,294554,250495,3,커피 한잔의 낭만파,0.409999996
2791,식물학,,서울용산구,02-2012-0434,서울특별시 용산구 한강로3가 40-999 용산역 4층,37.529557,126.964155,카페|디저트,2,카페,4,248269,177951,4,커피 한잔의 낭만파,0.409999996
2792,면곡당,,서울광진구,010-3808-1743,서울시 광진구 중곡동 569-4,37.570641,127.081986,카페|디저트카페,2,카페,5,143907,131886,5,커피 한잔의 낭만파,0.409999996
2793,아델라베일리,,서울중구,02-3217-0707,서울특별시 종로구 부암동 23-3,37.595245,126.970253,레스토랑|카페,9,카페,3.222222222,259067,1582,3,커피 한잔의 낭만파,0.409999996
2794,아눅,,대구동구,053-751-1060,대구광역시 동구 신천동 384-13,35.876901,128.62968,카페,2,카페,4,258957,74999,4,커피 한잔의 낭만파,0.409999996
2795,더테이블,,서울강남구,02-540-7773,서울특별시 강남구 논현동 51-9,37.5122,127.022,닭가슴살|샌드위치,3,카페,3.666666667,92026,355775,4,커피 한잔의 낭만파,0.409999996
2796,달콤다정,,서울마포구,02-332-1684,서울특별시 마포구 상수동 341-17,37.545849,126.922409,디저트카페|애프터눈티세트,2,카페,5,79349,106056,5,커피 한잔의 낭만파,0.409999996
2797,더빅카페,,광주서구,062-681-1253,광주광역시 서구 풍암동 1070-3,35.1231,126.884,카페|커피,1,카페,4,90442,245792,4,커피 한잔의 낭만파,0.409999996
2798,빌리엔젤,상암점,서울마포구,070-4117-2323,서울시 마포구 상암동 1610 1층,37.578456,126.892976,크레이프케이크|카페,1,카페,3,199169,312492,3,커피 한잔의 낭만파,0.409999996
2799,리즐,,서울중구,02-2275-0708,서울특별시 중구 필동1가 23-13,37.560679,126.992005,아이스크림|카페,1,카페,4,125570,692299,4,커피 한잔의 낭만파,0.409999996
2800,고양이똥,,서울강서구,02-6013-1281,서울특별시 강서구 등촌동 647-62,37.552035,126.864642,브런치카페|카페,5,카페,3.4,29135,29939,4,커피 한잔의 낭만파,0.409999996
2801,그린클라우드,,서울마포구,02-3144-6621,서울특별시 마포구 창전동 6-4,37.553645,126.928949,커피|카페,4,카페,3.75,45067,108338,4,커피 한잔의 낭만파,0.409999996
2802,바다다,,제주서귀포시,070-4139-2000,제주특별자치도 서귀포시 대포동 2384,33.236847,126.437016,라운지바|카페,10,카페,3.1,163558,112746,5,커피 한잔의 낭만파,0.409999996
2803,OH WOAH,,서울서초구,02-6498-4998,서울특별시 서초구 방배동 474-7,37.477572,126.985869,케이크|카페,4,카페,3.75,9987,501275,4,커피 한잔의 낭만파,0.409999996
2804,스타벅스,,서울중랑구,02-438-5223,서울특별시 중랑구 상봉동 501,37.59744,127.092243,에스프레소|커피,1,카페,5,243661,237668,5,커피 한잔의 낭만파,0.409999996
2805,LOOK카페,,부산남구,051-612-8484,부산광역시 남구 대연동 58-18,35.136055,129.100891,브런치카페|카페,1,카페,5,9491,72686,5,커피 한잔의 낭만파,0.409999996
2806,익투스,,전북전주시완산구,,전라북도 전주시 완산구 평화동2가 714-4,35.789699,127.115625,카페|디저트,2,카페,3.5,330090,191568,3,커피 한잔의 낭만파,0.409999996
2807,베로키오,,경기파주시,031-945-3071,경기도 파주시 탄현면 성동리 87-3,37.79084,126.685547,커피|카페,4,카페,3.75,176522,374160,3,커피 한잔의 낭만파,0.409999996
2808,GIVEN,,부산부산진구,010-8892-9672,부산광역시 671-13,35.156617,129.06472,팬케이크|카페,1,카페,5,8532,314966,5,커피 한잔의 낭만파,0.409999996
2809,스타벅스,,경기성남시분당구,031-715-9461,경기도 성남시 분당구 정자동 169-1,37.360862,127.107539,슈크림|카페,3,카페,4.333333333,243607,469245,5,커피 한잔의 낭만파,0.409999996
2810,작은파스텔가든,,강원양양군,010-2333-5752,강원도 양양군 서면 오색리 363-2,38.077159,128.466428,마카롱,0,카페,5,336878,507419,5,커피 한잔의 낭만파,0.409999996
2811,37.5,,대구수성구,053-755-3705,대구광역시 수성구 범어동 779-6,35.854892,128.624492,브런치카페|올데이브런치,2,카페,4,2135,74999,4,커피 한잔의 낭만파,0.409999996
2812,272카페,,경기시흥시,010-7368-0300,경기도 시흥시 정왕동 1771-1,37.3682,126.731,cafe|스콘,1,카페,4,1685,501275,4,커피 한잔의 낭만파,0.409999996
2813,제제,,경남진주시,055-762-7574,경상남도 진주시 초전동 1714-9,35.210784,128.112935,샌드위치,0,카페,3,350211,788114,3,커피 한잔의 낭만파,0.409999996
2814,1센치,,대구수성구,010-4008-4500,대구광역시 수성구 수성동1가 259-61,35.855795,128.612324,카페,1,카페,4,965,74999,4,커피 한잔의 낭만파,0.409999996
2815,봉명가든,,대전유성구,042-384-7700,대전광역시 유성구 봉명동 612-3,36.358748,127.344239,루프탑|카페,4,카페,3.75,186288,583035,4,커피 한잔의 낭만파,0.409999996
2816,스위트피,,충북청주시상당구,010-3365-5300,충청북도 청주시 상당구 북문로2가 78-13,36.637753,127.488708,딸기빙수|카페,1,카페,5,242854,253222,5,커피 한잔의 낭만파,0.409999996
2817,100브랜드,,강원강릉시,033-645-3362,강원 강릉시 회산동 500,37.7395,128.864,브런치카페|카페,1,카페,4,123,43292,4,커피 한잔의 낭만파,0.409999996
2818,스타벅스,,경기용인시기흥구,031-282-3551,경기도 용인시 기흥구 보라동 376-18,37.2556,127.105,커피|디저트,1,카페,5,243685,469245,5,커피 한잔의 낭만파,0.409999996
2819,이젠,,경기의정부시,031-857-6500,경기도 의정부시 가능1동 630-12,37.750537,127.039715,cafe|커피,2,카페,4.5,328170,334694,5,커피 한잔의 낭만파,0.409999996
2820,사직커피,,서울중구,02-730-5980,서울특별시 종로구 사직동 303,37.573833,126.965073,커피|카페,5,카페,4.4,204966,135920,5,커피 한잔의 낭만파,0.409999996
2821,겟썸커피,,서울강남구,070-4113-3619,서울특별시 강남구 역삼동 812-3,37.503087,127.027272,쿠키|카페,6,카페,4,22992,530433,4,커피 한잔의 낭만파,0.409999996
2822,서브웨이,,서울송파구,02-412-4950,서울특별시 송파구 신천동 11-9,37.516138,127.104179,샌드위치|미트볼,2,카페,4,217544,158711,4,커피 한잔의 낭만파,0.409999996
2823,뚜스뚜스,,서울영등포구,02-2632-9006,서울특별시 영등포구 양평동5가 62-3,37.5385,126.893,베이커리카페|카페,8,카페,4.75,116453,217350,5,커피 한잔의 낭만파,0.409999996
2824,바운더리,,서울강남구,02-547-6626,서울특별시 강남구 청담동 84-7 공신진흥빌딩 1층,37.525995,127.040441,자전거카페|카페,3,카페,5,166531,67868,5,커피 한잔의 낭만파,0.409999996
2825,반반스프링스,통영점,경남통영시,010-4719-8565,경상남도 통영시 북신동 693-6 1층,34.857654,128.425721,커피|카페,1,카페,4,168477,52424,4,커피 한잔의 낭만파,0.409999996
2826,스타벅스,,경북경주시,054-741-0040,경상북도 경주시 북군동 57-40,35.853249,129.268677,연어|카페,1,카페,3,244010,791637,3,커피 한잔의 낭만파,0.409999996
2827,스타벅스,,서울강동구,02-758-8923,서울특별시 강동구 천호동 453-14,37.537834,127.12734,카페|마카롱,6,카페,4.166666667,243941,284357,5,커피 한잔의 낭만파,0.409999996
2828,겐트카페,,충남천안시서북구,010-7183-2343,충청남도 천안시 서북구 불당동 1747,36.8097,127.102,cafe|앙버터,1,카페,4,22977,286561,4,커피 한잔의 낭만파,0.409999996
2829,사직커피,,서울중구,02-730-5980,서울특별시 종로구 사직동 303,37.573833,126.965073,커피|카페,5,카페,4.4,204966,247859,5,커피 한잔의 낭만파,0.409999996
2830,생활커피,,서울구로구,02-2633-0744,서울특별시 구로구 신도림동 337,37.509662,126.8883,커피|카페,1,카페,4,215726,218901,4,커피 한잔의 낭만파,0.409999996
2831,스타벅스,,서울광진구,02-499-8305,서울특별시 광진구 화양동 5-47,37.540696,127.070738,콜드브루|카페,1,카페,4,243908,816423,4,커피 한잔의 낭만파,0.409999996
2832,뱀부15-8,,경기김포시,031-997-7001,경기도 김포시 하성면 전류리 15-8,37.703608,126.661104,레스토랑|카페,2,카페,4,174511,369062,4,커피 한잔의 낭만파,0.409999996
2833,가배도,,서울송파구,02-422-7737,서울특별시 송파구 송파동 49-5,37.509288,127.11086,일본풍|카페,6,카페,3.333333333,13331,94677,3,커피 한잔의 낭만파,0.409999996
2834,스타벅스,,서울마포구,02-758-8272,서울특별시 마포구 아현동 738,37.551957,126.955511,카페|커피,1,카페,5,243751,68246,5,커피 한잔의 낭만파,0.409999996
2835,이제이 베이킹스튜디오,,서울강남구,02-547-9731,서울특별시 강남구 역삼동 615-19,37.503864,127.027147,스튜|카페,1,카페,4,328161,372209,4,커피 한잔의 낭만파,0.409999996
2836,에스프레소 콘파냐,,충북제천시,043-646-0515,충청북도 제천시 명동 3-16,37.136727,128.209011,에스프레소|카페,1,카페,4,277083,9852,4,커피 한잔의 낭만파,0.409999996
2837,봄날 카페,,제주제주시,064-799-4999,제주특별자치도 제주시 애월읍 애월리 2540,33.462517,126.309471,카페|커피,12,카페,3.166666667,185019,218901,4,커피 한잔의 낭만파,0.409999996
2838,라라브레드,,광주광산구,1800-2785,광주광역시 광산구 송정동 837-14,35.1392,126.793,브런치카페|카페,14,카페,4.928571429,118037,365881,5,커피 한잔의 낭만파,0.409999996
2839,라라브레드,,서울송파구,1800-1990,서울특별시 송파구 송파동 58-8,37.511156,127.109134,브런치카페|카페,27,카페,4.148148148,118038,365881,5,커피 한잔의 낭만파,0.409999996
2840,솔티드머랭,,광주동구,070-8840-0113,광주광역시 동구 동명동 143-27,35.148206,126.926604,머랭|카페,2,카페,4,231263,117437,4,커피 한잔의 낭만파,0.409999996
2841,랑데자뷰,,서울마포구,070-4242-5656,서울특별시 마포구 서교동 339-5,37.5541,126.927,디저트카페|카페,9,카페,3.555555556,120030,212969,4,커피 한잔의 낭만파,0.409999996
2842,어몽커피,,부산부산진구,010-2753-0872,부산광역시 379-20,35.148091,129.067573,브런치|카페,3,카페,4.333333333,272480,222718,5,커피 한잔의 낭만파,0.409999996
2843,마리웨일237,천호로데오점,서울강동구,02-477-7944,서울특별시 강동구 천호동 412-3,37.539913,127.127629,마카롱,1,카페,4,128074,71205,4,커피 한잔의 낭만파,0.409999996
2844,랑데자뷰,,서울강남구,02-552-0204,서울특별시 강남구 역삼동 618-18 1층,37.502691,127.027934,카페|타르트,8,카페,3.625,120028,256163,3,커피 한잔의 낭만파,0.409999996
2845,어니언,,서울성동구,070-7816-2710,서울특별시 성동구 성수동2가 277-135,37.544717,127.058299,베이커리카페|카페,32,카페,3.875,271933,392992,4,커피 한잔의 낭만파,0.409999996
2846,레이어드,,서울중구,,서울특별시 종로구 재동 84-14,37.577763,126.985925,스콘|카페,23,카페,3.869565217,121216,279978,3,커피 한잔의 낭만파,0.409999996
2847,비래키키,,대전대덕구,042-636-9180,대전광역시 대덕구 비래동 437,36.3679,127.449,카페,2,카페,4,196371,583035,4,커피 한잔의 낭만파,0.409999996
2848,러스틱컴포트,,강원양구군,033-481-5556,강원도 양구군 양구읍 상리 594,38.0981,127.99,마카롱|카페,1,카페,4,120443,74999,4,커피 한잔의 낭만파,0.409999996
2849,르미엘,,강원원주시,033-747-8617,강원도 원주시 무실동 1831-16,37.332295,127.932078,케이크|카페,3,카페,3.666666667,124617,107253,4,커피 한잔의 낭만파,0.409999996
2850,리부트,,광주동구,1800-9820,광주광역시 동구 지산동 67-5,35.149997,126.945157,커피|카페,4,카페,3.5,125168,5666,4,커피 한잔의 낭만파,0.409999996
2851,리민,,경기안산시상록구,070-8804-0615,경기도 안산시 상록구 이동 716-10 이동 한빛프라자 109호,37.308097,126.85177,카페|브런치,1,카페,5,125103,201680,5,커피 한잔의 낭만파,0.409999996
2852,라운드커피,,대전중구,010-2674-3186,대전광역시 중구 오류동 177-26,36.3266,127.406,스콘|카페,2,카페,4,119004,583035,4,커피 한잔의 낭만파,0.409999996
2853,르미엘,,강원원주시,033-747-8617,강원도 원주시 무실동 1831-16,37.332295,127.932078,케이크|카페,3,카페,3.666666667,124617,752578,4,커피 한잔의 낭만파,0.409999996
2854,라미니,,경기용인시처인구,010-8900-9123,경기도 용인시 처인구 김량장동 314-3,37.236536,127.198479,푸딩|카페,2,카페,4.5,118529,389973,5,커피 한잔의 낭만파,0.409999996
2855,룸서비스301,,서울강남구,02-6398-7100,서울특별시 강남구 도곡동 454-10,37.482813,127.046618,카페|말차라떼,4,카페,4,124333,321000,4,커피 한잔의 낭만파,0.409999996
2856,글린공원,,경기김포시,031-996-5177,경기도 김포시 양촌읍 석모리 937,37.649981,126.649234,카페|커피,10,카페,3.8,45753,388812,4,커피 한잔의 낭만파,0.40990001
2857,몽슈슈 앤 크로체,,부산금정구,051-515-2694,부산광역시 금정구 장전동 391-3,35.232875,129.087228,도지마롤|카페,1,카페,4,151792,49642,4,커피 한잔의 낭만파,0.40990001
2858,오후의 홍차,,부산수영구,051-753-5115,부산시 수영구 민락동 336-11,35.16402,129.12846,홍차|팬케이크,4,카페,4.25,296167,70779,4,커피 한잔의 낭만파,0.40990001
2859,달콤커피,,전북전주시완산구,063-226-1399,전라북도 전주시 완산구 효자동2가 1155-8,35.815338,127.108688,자몽|카페,3,카페,3,79467,283620,3,커피 한잔의 낭만파,0.409799993
2860,817workshop,,서울마포구,010-2739-9503,서울특별시 마포구 망원동 399-57,37.554426,126.90525,루프탑|카페,1,카페,3,3890,43793,3,커피 한잔의 낭만파,0.409799993
2861,그녀의 커피잔,,울산중구,052-244-9210,울산광역시 중구 성남동 249-42,35.5542,129.321,카페,2,카페,4.5,43954,286165,4,커피 한잔의 낭만파,0.40959999
2862,요거프레소,,서울구로구,02-3439-7788,서울특별시 구로구 신도림동 337,37.509425,126.887737,요거트|카페,3,카페,3.333333333,302874,361309,3,커피 한잔의 낭만파,0.40959999
2863,우드스탁,,제주제주시,064-782-6948,제주특별자치도 제주시 구좌읍 월정리 4-1,33.555356,126.796568,루프탑|카페,2,카페,4.5,305813,391794,4,커피 한잔의 낭만파,0.409399986
2864,수예몽,,경기의왕시,031-426-1656,경기도 의왕시 내손동 26-1,37.378371,126.994646,브런치카페|카페,2,카페,3,235742,96278,3,커피 한잔의 낭만파,0.409399986
2865,어반그린,,강원춘천시,033-243-1224,강원도 춘천시 서면 현암리 578-5 지하1층,37.884371,127.683179,카페,5,카페,4.2,272636,264572,4,커피 한잔의 낭만파,0.409299999
2866,대봉동 문,,대구중구,053-287-5555,대구광역시 중구 대봉동 130-6,35.856422,128.603439,한옥카페|망고빙수,3,카페,5,85187,256356,5,커피 한잔의 낭만파,0.409299999
2867,굿사마리안레시피,,서울강남구,02-546-8532,서울특별시 강남구 논현동 30-6,37.516642,127.028369,오가닉|카페,2,카페,4.5,42776,391017,5,커피 한잔의 낭만파,0.409200013
2868,메종드아베크엘,,서울중구,070-7626-0425,서울특별시 종로구 동숭동 5-7 1층,37.583842,127.00519,카페|디저트,2,카페,4,142641,32143,4,커피 한잔의 낭만파,0.409099996
2869,개뿔,,서울중구,,서울특별시 종로구 이화동 9-70,37.577803,127.008181,루프탑|카페,4,카페,4,20629,223213,4,커피 한잔의 낭만파,0.409000009
2870,마인츠돔,,서울노원구,02-972-8260,서울특별시 노원구 중계동 506-1,37.638824,127.064756,베이커리,2,카페,4.5,130059,391153,5,커피 한잔의 낭만파,0.408899993
2871,인솔커피,,서울용산구,010-4904-9251,서울특별시 용산구 이태원동 2-5,37.541,126.996,밀크티|카페,1,카페,4,330862,798609,4,커피 한잔의 낭만파,0.408800006
2872,라라브레드,,광주광산구,1800-2785,광주광역시 광산구 송정동 837-14,35.1392,126.793,브런치카페|카페,14,카페,4.928571429,118037,86868,5,커피 한잔의 낭만파,0.408800006
2873,어반브룩,,광주남구,062-674-0100,광주광역시 남구 임암동 568,35.102038,126.866772,레스토랑|카페,1,카페,4,272668,5666,4,커피 한잔의 낭만파,0.408699989
2874,고마커피,,충남공주시,041-856-5949,충청남도 공주시 금성동 177-2,36.465993,127.122249,커피|카페,1,카페,5,27575,326532,5,커피 한잔의 낭만파,0.408600003
2875,올드페리도넛,,서울용산구,02-6015-2022,서울특별시 용산구 한남동 727-21,37.5397,127.003,도넛|카페,7,카페,4,297808,322597,4,커피 한잔의 낭만파,0.408499986
2876,레이어57,,서울성동구,02-461-7725,서울특별시 성동구 성수동2가 276-8,37.542117,127.062918,스튜|카페,2,카페,4,121215,391794,3,커피 한잔의 낭만파,0.408399999
2877,더브릿지,,서울마포구,02-332-4402,서울특별시 마포구 서교동 398-5,37.549865,126.918444,좌식카페|카페,4,카페,3.25,90258,152915,2,커피 한잔의 낭만파,0.408300012
2878,뺑집,둔산점,대전서구,042-488-8393,대전광역시 서구 둔산동 1006,36.353928,127.377802,베이커리카페,2,카페,4.5,201429,71072,5,커피 한잔의 낭만파,0.408199996
2879,이진상회,,경기이천시,070-8888-8882,경기도 이천시 마장면 장암리 327,37.279341,127.400025,베이커리카페|카페,7,카페,3.857142857,328540,136152,4,커피 한잔의 낭만파,0.408199996
2880,소울 브릿지,,강원고성군,010-6372-8090,강원도 고성군 토성면 천진리 49,38.259824,128.559331,카페|디저트,2,카페,4,228905,325034,5,커피 한잔의 낭만파,0.408199996
2881,빈티지38,,부산부산진구,,부산광역시 부산진구 전포동 685-7,35.15461,129.063139,타르트|카페,6,카페,3.333333333,199050,501275,5,커피 한잔의 낭만파,0.408100009
2882,레드박스,,충남아산시,070-4205-1779,충청남도 아산시 배방읍 회룡리 180-1,36.752801,127.074321,카페,1,카페,4,120750,155982,4,커피 한잔의 낭만파,0.408100009
2883,러프 커피 바,,경남진주시,010-9470-8900,경남 진주시 수정동 19-21 2층,35.198228,128.085705,핸드드립|카페,1,카페,5,120456,45456,5,커피 한잔의 낭만파,0.408100009
2884,니어앤디어,,경기남양주시,070-7617-9621,경기도 남양주시 별내동 962-10,37.657862,127.128381,수플레|카페,1,카페,5,73328,414059,5,커피 한잔의 낭만파,0.407799989
2885,너를닮은,,부산사하구,010-8544-7787,부산광역시 사하구 장림동 190-2,35.079921,128.977077,디저트카페|카페,5,카페,5,66652,173357,5,커피 한잔의 낭만파,0.407599986
2886,낭푼밥상,,제주제주시,064-799-0005,제주특별자치도 제주시 애월읍 유수암리 965,33.429787,126.408848,향토음식점|카페,4,카페,2.5,65677,134092,1,커피 한잔의 낭만파,0.407599986
2887,오바바,,서울중구,02-6083-9167,서울특별시 종로구 권농동 191-3,37.5739,126.992,와플|카페,1,카페,3,292092,728009,3,커피 한잔의 낭만파,0.407499999
2888,레이지펌프,,제주제주시,010-2936-8732,제주특별자치도 제주시 애월읍 애월리 2578-1,33.465772,126.310516,커피|카페,1,카페,4,121258,836186,4,커피 한잔의 낭만파,0.407299995
2889,비밀정원,,서울중구,02-733-1237,서울특별시 종로구 관훈동 8-5,37.573402,126.985925,전통찻집|카페,2,카페,4.5,196494,24964,5,커피 한잔의 낭만파,0.407200009
2890,리묘,,경남거제시,055-634-1811,경상남도 거제시 둔덕면 하둔리 405-14,34.839175,128.507216,디저트카페|카페,3,카페,4,125068,28600,4,커피 한잔의 낭만파,0.407200009
2891,블루하라,,경남통영시,055-648-9636,경상남도 통영시 무전동 1065-10,34.860756,128.426682,커피|카페,5,카페,4,196120,2340,5,커피 한잔의 낭만파,0.407000005
2892,레이지민트,,경기성남시분당구,031-8016-5789,경기도 성남시 분당구 백현동 578-9,37.383904,127.111389,까페|모히또,5,카페,4.2,121243,321000,5,커피 한잔의 낭만파,0.406899989
2893,미도심,,서울성동구,070-7778-5634,서울특별시 성동구 행당동 196-16,37.561038,127.036377,카페|디저트,2,카페,5,156634,72849,5,커피 한잔의 낭만파,0.406899989
2894,도쿄빙수,,서울마포구,02-6409-5692,서울특별시 마포구 망원동 414-56,37.556479,126.905196,토마토빙수|빙수,9,카페,3.333333333,96687,117820,3,커피 한잔의 낭만파,0.406899989
2895,어나더쥬얼리,,경기남양주시,031-557-2003,경기 남양주시 수석동 136-8,37.586624,127.174826,카페,2,카페,3,271875,391794,3,커피 한잔의 낭만파,0.406800002
2896,옵스,서면점,부산부산진구,051-818-3773,부산 부산진구 부전동 191-6,35.155128,129.05948,베이커리,1,카페,3,298557,251567,3,커피 한잔의 낭만파,0.406699985
2897,바보,,제주제주시,064-783-4847,제주특별자치도 제주시 구좌읍 한동리 1339-6,33.541614,126.831258,한라봉에이드|카페,2,카페,4.5,165742,744060,4,커피 한잔의 낭만파,0.406399995
2898,문베어,,서울서대문구,02-393-9488,서울특별시 서대문구 창천동 5-21,37.558862,126.939884,카페,2,카페,3.5,154334,96575,4,커피 한잔의 낭만파,0.406399995
2899,스타벅스,백석중앙로점,경기고양시일산동구,031-849-6688,경기도 고양시 일산동구 백석동 1237,37.642444,126.792729,카페|디저트,1,카페,3,244083,26531,3,커피 한잔의 낭만파,0.406300008
2900,알레스카페,,서울마포구,,서울특별시 마포구 노고산동 31-25,37.554519,126.937903,카페,1,카페,5,265903,923459,5,커피 한잔의 낭만파,0.405900002
2901,라노보,,대전동구,042-282-1003,대전광역시 동구 대동 196-3,36.325901,127.445916,루프탑|카페,1,카페,4,117796,279853,4,커피 한잔의 낭만파,0.405800015
2902,꽃한아름,,경기성남시분당구,031-715-7735,경기도 성남시 분당구 구미동 52-4,37.347032,127.110601,프렌치|카페,1,카페,4,58377,483222,4,커피 한잔의 낭만파,0.405299991
2903,이이알티,마곡점,서울강서구,010-9658-8587,서울특별시 강서구 마곡동 774-12 2층,37.560068,126.833036,카페,3,카페,3.666666667,327747,75782,5,커피 한잔의 낭만파,0.405200005
2904,올드문래,,서울영등포구,02-6326-4336,서울특별시 영등포구 문래동2가 14-28,37.51394,126.894277,수제맥주|카페,20,카페,4.5,297765,385612,4,커피 한잔의 낭만파,0.405099988
2905,롤러커피,,대구중구,010-4946-0998,대구광역시 중구 남산동 444 1층 코너,35.864477,128.589343,카페,3,카페,5,122700,74999,5,커피 한잔의 낭만파,0.405099988
2906,엘카페,,서울영등포구,02-2638-0715,서울특별시 영등포구 양평동5가 2-1,37.536765,126.892331,cafe|로스터리카페,4,카페,4,278677,308086,4,커피 한잔의 낭만파,0.405099988
2907,이니스프리,,제주서귀포시,064-794-5351,제주특별자치도 서귀포시 안덕면 서광리 1235-3,33.305844,126.289527,오가닉|카페,5,카페,3.6,323086,392840,4,커피 한잔의 낭만파,0.405099988
2908,오카페,,경기고양시일산서구,070-8878-6644,경기도 고양시 일산서구 대화동 2606,37.664612,126.754031,카페,2,카페,1,295527,524261,1,커피 한잔의 낭만파,0.405099988
2909,알렉스더커피,,서울성북구,070-7520-7714,서울특별시 성북구 성북동 260-38,37.59511,126.99353,커피|카페,5,카페,4,265923,314348,4,커피 한잔의 낭만파,0.405099988
2910,아델라베일리,,서울중구,02-3217-0707,서울특별시 종로구 부암동 23-3,37.595245,126.970253,레스토랑|카페,9,카페,3.222222222,259067,114074,2,커피 한잔의 낭만파,0.405099988
2911,감성다방,,서울광진구,02-466-4778,서울특별시 광진구 화양동 94-7,37.545786,127.07306,다방|카페,3,카페,5,16913,136981,5,커피 한잔의 낭만파,0.405000001
2912,바바부단커피창고,,경기안산시단원구,032-880-9712,경기도 안산시 단원구 대부북동 1857-61,37.273805,126.568224,커피|카페,1,카페,4,165637,127113,4,커피 한잔의 낭만파,0.405000001
2913,스페이스 커피보이,,서울강남구,070-7770-7999,서울시 강남구 신사동 526-17,37.521672,127.020086,카페,1,카페,4,245009,32143,4,커피 한잔의 낭만파,0.405000001
2914,어 로프 슬라이스 피스,,경기용인시처인구,031-339-1488,경기도 용인시 처인구 유방동 755,37.2628,127.191,베이커리카페|카페,12,카페,3.833333333,271664,316446,4,커피 한잔의 낭만파,0.405000001
2915,도로시c,,부산동래구,051-523-8088,부산광역시 동래구 안락동 632-126,35.192034,129.100427,브런치|카페,1,카페,4,95190,269509,4,커피 한잔의 낭만파,0.405000001
2916,다리치커피,,서울중구,,서울특별시 종로구 묘동 189-1,37.571782,126.991601,로스터리카페|카페,1,카페,4,74661,73577,4,커피 한잔의 낭만파,0.405000001
2917,비루개,,경기남양주시,031-841-0006,경기도 남양주시 별내면 용암리 227,37.737307,127.125303,이색카페|카페,23,카페,2.869565217,196452,697977,4,커피 한잔의 낭만파,0.405000001
2918,라스커피,,인천남동구,032-214-0414,인천광역시 남동구 만수동 882-40,37.4566,126.73,카페|라떼,2,카페,5,118793,7505,5,커피 한잔의 낭만파,0.405000001
2919,블루하라,,경남통영시,055-648-9636,경상남도 통영시 무전동 1065-10,34.860756,128.426682,커피|카페,5,카페,4,196120,249570,4,커피 한잔의 낭만파,0.405000001
2920,머스트커피랩,,울산중구,010-9102-8288,울산광역시 중구 유곡동 488-1,35.559002,129.293799,커피|카페,1,카페,4,140832,286165,4,커피 한잔의 낭만파,0.404900014
2921,라헬의 부엌,홍대점,서울마포구,02-332-4325,서울특별시 마포구 서교동 333-6,37.555637,126.927324,수플레팬케익|빙수,1,카페,3,119612,49693,3,커피 한잔의 낭만파,0.404900014
2922,맹심커피,,경기남양주시,010-5894-1220,경기도 남양주시 평내동 220,37.649876,127.234933,카페|커피,1,카페,4,140612,217543,4,커피 한잔의 낭만파,0.404700011
2923,월간커피,,경남통영시,055-648-0802,경상남도 통영시 광도면 죽림리 1574-36,34.883535,128.420866,카페|커피,6,카페,4.5,313751,249570,4,커피 한잔의 낭만파,0.404500008
2924,오브젝트카페,,서울마포구,,서울특별시 마포구 서교동 326-2,37.5557,126.93,카페,1,카페,5,292924,44878,5,커피 한잔의 낭만파,0.404399991
2925,스타벅스,,광주북구,062-252-3427,광주광역시 북구 두암동 968-3,35.162,126.937,카페|초콜릿,1,카페,4,243531,286215,4,커피 한잔의 낭만파,0.404399991
2926,가람커피 로스터스,,서울서초구,070-4123-3213,서울특별시 서초구 신원동 445-4,37.454364,127.053563,카페,2,카페,5,12109,75791,5,커피 한잔의 낭만파,0.404300004
2927,스타벅스,,경기남양주시,031-529-3287,경기도 남양주시 진접읍 장현리 230-6,37.723076,127.190357,카페|커피,4,카페,3.25,243416,392082,3,커피 한잔의 낭만파,0.404300004
2928,이디야커피,,경기성남시분당구,031-714-5870,경기도 성남시 분당구 정자동 66-14,37.369068,127.112073,티라미수|디저트,2,카페,5,324015,363254,5,커피 한잔의 낭만파,0.404199988
